TP_ABRANGENCIA;SG_UF;DS_CARGO;DS_SITUACAO_CANDIDATURA;TP_AGREMIACAO;SG_UF_NASCIMENTO;NR_IDADE_DATA_POSSE;DS_GENERO;DS_GRAU_INSTRUCAO;DS_ESTADO_CIVIL;;;;DS_COR_RACA;ST_REELEICAO;ST_DECLARAR_BENS
ESTADUAL;MG;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;SP;33;MASCULINO;SUPERIOR COMPLETO;SOLTEIRO(A);;;;BRANCA;N;N
ESTADUAL;TO;DEPUTADO ESTADUAL;APTO;PARTIDO ISOLADO;TO;44;MASCULINO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);;;;PARDA;N;S
ESTADUAL;MG;DEPUTADO FEDERAL;APTO;COLIGAÇÃO;MG;65;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;CASADO(A);;;;PARDA;N;N
ESTADUAL;SP;DEPUTADO FEDERAL;APTO;PARTIDO ISOLADO;RN;34;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;SOLTEIRO(A);;;;BRANCA;N;N
ESTADUAL;SP;DEPUTADO FEDERAL;APTO;PARTIDO ISOLADO;SP;43;FEMININO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);;;;BRANCA;N;S
ESTADUAL;DF;DEPUTADO DISTRITAL;APTO;COLIGAÇÃO;DF;49;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;CASADO(A);;;;PARDA;N;S
ESTADUAL;SP;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;SP;38;FEMININO;SUPERIOR COMPLETO;SOLTEIRO(A);;;;PARDA;N;N
ESTADUAL;BA;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;BA;34;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;CASADO(A);;;;PRETA;N;S
ESTADUAL;CE;DEPUTADO FEDERAL;APTO;PARTIDO ISOLADO;CE;42;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);;;;PARDA;N;S
ESTADUAL;SP;DEPUTADO ESTADUAL;APTO;PARTIDO ISOLADO;PE;54;MASCULINO;SUPERIOR COMPLETO;CASADO(A);;;;PARDA;N;S
ESTADUAL;AL;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;AL;60;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);;;;BRANCA;N;N
ESTADUAL;SP;DEPUTADO ESTADUAL;APTO;PARTIDO ISOLADO;SP;50;FEMININO;SUPERIOR INCOMPLETO;DIVORCIADO(A);;;;PARDA;N;S
ESTADUAL;AM;DEPUTADO ESTADUAL;APTO;PARTIDO ISOLADO;AM;59;MASCULINO;SUPERIOR INCOMPLETO;DIVORCIADO(A);;;;BRANCA;N;S
ESTADUAL;SP;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;SP;48;FEMININO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);;;;BRANCA;N;S
ESTADUAL;BA;DEPUTADO ESTADUAL;APTO;PARTIDO ISOLADO;BA;62;FEMININO;SUPERIOR COMPLETO;SOLTEIRO(A);;;;PARDA;N;S
ESTADUAL;PR;DEPUTADO FEDERAL;APTO;PARTIDO ISOLADO;PR;52;MASCULINO;ENSINO MÉDIO INCOMPLETO;CASADO(A);;;;PRETA;N;S
ESTADUAL;TO;1º SUPLENTE;APTO;PARTIDO ISOLADO;MA;45;MASCULINO;SUPERIOR COMPLETO;CASADO(A);;;;PARDA;N;S
ESTADUAL;AP;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;AP;49;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;CASADO(A);;;;BRANCA;N;N
ESTADUAL;AP;DEPUTADO ESTADUAL;INAPTO;PARTIDO ISOLADO;AP;43;FEMININO;SUPERIOR COMPLETO;SOLTEIRO(A);;;;PARDA;N;S
ESTADUAL;TO;DEPUTADO ESTADUAL;INAPTO;COLIGAÇÃO;MA;64;MASCULINO;SUPERIOR INCOMPLETO;CASADO(A);;;;BRANCA;N;S
ESTADUAL;DF;DEPUTADO FEDERAL;APTO;COLIGAÇÃO;RJ;54;MASCULINO;SUPERIOR COMPLETO;CASADO(A);;;;PARDA;N;S
ESTADUAL;MG;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;MG;24;FEMININO;SUPERIOR INCOMPLETO;SOLTEIRO(A);;;;PRETA;N;N
ESTADUAL;MA;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;MA;34;MASCULINO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);;;;PARDA;N;N
ESTADUAL;MG;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;MG;48;MASCULINO;SUPERIOR COMPLETO;CASADO(A);;;;BRANCA;N;N
ESTADUAL;SP;DEPUTADO ESTADUAL;INAPTO;PARTIDO ISOLADO;SP;43;MASCULINO;ENSINO MÉDIO COMPLETO;DIVORCIADO(A);;;;BRANCA;N;N
ESTADUAL;RJ;DEPUTADO ESTADUAL;APTO;PARTIDO ISOLADO;RJ;61;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);;;;PARDA;N;N
ESTADUAL;SP;DEPUTADO ESTADUAL;APTO;PARTIDO ISOLADO;SP;45;FEMININO;ENSINO MÉDIO COMPLETO;DIVORCIADO(A);;;;BRANCA;N;S
ESTADUAL;CE;DEPUTADO ESTADUAL;INAPTO;PARTIDO ISOLADO;CE;69;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);;;;BRANCA;N;N
ESTADUAL;RR;DEPUTADO ESTADUAL;INAPTO;COLIGAÇÃO;RR;41;MASCULINO;SUPERIOR COMPLETO;DIVORCIADO(A);;;;BRANCA;N;S
ESTADUAL;SE;DEPUTADO FEDERAL;APTO;PARTIDO ISOLADO;SE;40;FEMININO;SUPERIOR COMPLETO;DIVORCIADO(A);;;;AMARELA;N;S
ESTADUAL;RJ;DEPUTADO ESTADUAL;INAPTO;COLIGAÇÃO;RJ;49;MASCULINO;SUPERIOR INCOMPLETO;CASADO(A);;;;BRANCA;N;S
ESTADUAL;MA;1º SUPLENTE;INAPTO;COLIGAÇÃO;MA;43;MASCULINO;SUPERIOR COMPLETO;CASADO(A);;;;BRANCA;N;N
ESTADUAL;BA;DEPUTADO FEDERAL;INAPTO;COLIGAÇÃO;BA;46;FEMININO;SUPERIOR COMPLETO;CASADO(A);;;;PARDA;N;N
ESTADUAL;SP;DEPUTADO FEDERAL;APTO;PARTIDO ISOLADO;SP;54;MASCULINO;SUPERIOR COMPLETO;SOLTEIRO(A);;;;BRANCA;N;N
ESTADUAL;RJ;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;RJ;52;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);;;;BRANCA;N;S
ESTADUAL;RJ;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;RJ;38;FEMININO;ENSINO MÉDIO COMPLETO;CASADO(A);;;;PARDA;N;N
ESTADUAL;PR;DEPUTADO FEDERAL;APTO;COLIGAÇÃO;PR;54;FEMININO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);;;;BRANCA;N;S
ESTADUAL;RS;DEPUTADO ESTADUAL;APTO;PARTIDO ISOLADO;RS;67;MASCULINO;LÊ E ESCREVE;CASADO(A);;;;PARDA;N;N
ESTADUAL;MG;DEPUTADO ESTADUAL;APTO;PARTIDO ISOLADO;RJ;38;FEMININO;SUPERIOR COMPLETO;CASADO(A);;;;BRANCA;N;S
ESTADUAL;SP;DEPUTADO ESTADUAL;INAPTO;COLIGAÇÃO;SP;58;MASCULINO;SUPERIOR COMPLETO;DIVORCIADO(A);;;;BRANCA;N;N
ESTADUAL;SP;SENADOR;INAPTO;PARTIDO ISOLADO;PR;63;MASCULINO;SUPERIOR COMPLETO;DIVORCIADO(A);;;;BRANCA;N;S
ESTADUAL;DF;DEPUTADO DISTRITAL;INAPTO;COLIGAÇÃO;DF;31;FEMININO;ENSINO MÉDIO COMPLETO;CASADO(A);;;;BRANCA;N;N
ESTADUAL;PR;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;PR;47;FEMININO;SUPERIOR COMPLETO;DIVORCIADO(A);;;;BRANCA;N;S
ESTADUAL;SC;DEPUTADO FEDERAL;APTO;COLIGAÇÃO;SC;45;MASCULINO;SUPERIOR COMPLETO;CASADO(A);;;;BRANCA;N;S
ESTADUAL;RO;DEPUTADO ESTADUAL;INAPTO;PARTIDO ISOLADO;RO;48;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);;;;PARDA;N;N
ESTADUAL;SE;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;SE;30;FEMININO;SUPERIOR COMPLETO;CASADO(A);;;;PARDA;N;S
ESTADUAL;MG;DEPUTADO ESTADUAL;APTO;PARTIDO ISOLADO;MG;32;MASCULINO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);;;;PARDA;N;S
ESTADUAL;CE;DEPUTADO ESTADUAL;APTO;PARTIDO ISOLADO;CE;28;FEMININO;SUPERIOR COMPLETO;SOLTEIRO(A);;;;PARDA;N;N
ESTADUAL;MG;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;MG;33;MASCULINO;SUPERIOR COMPLETO;CASADO(A);;;;BRANCA;N;S
ESTADUAL;ES;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;ES;41;MASCULINO;SUPERIOR COMPLETO;CASADO(A);;;;BRANCA;N;S
ESTADUAL;RN;1º SUPLENTE;APTO;COLIGAÇÃO;RN;49;MASCULINO;SUPERIOR COMPLETO;SOLTEIRO(A);;;;BRANCA;N;S
ESTADUAL;PA;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;PA;63;MASCULINO;SUPERIOR COMPLETO;CASADO(A);;;;PARDA;S;S
ESTADUAL;DF;DEPUTADO DISTRITAL;INAPTO;PARTIDO ISOLADO;MG;63;FEMININO;ENSINO MÉDIO COMPLETO;DIVORCIADO(A);;;;PARDA;N;S
ESTADUAL;RJ;DEPUTADO ESTADUAL;APTO;PARTIDO ISOLADO;RJ;45;MASCULINO;SUPERIOR COMPLETO;CASADO(A);;;;PARDA;N;N
ESTADUAL;AP;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;AP;34;FEMININO;SUPERIOR INCOMPLETO;CASADO(A);;;;PRETA;N;N
ESTADUAL;GO;SENADOR;APTO;COLIGAÇÃO;SP;58;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;DIVORCIADO(A);;;;BRANCA;N;S
ESTADUAL;ES;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;ES;44;MASCULINO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);;;;PARDA;N;S
ESTADUAL;RJ;DEPUTADO ESTADUAL;INAPTO;PARTIDO ISOLADO;RJ;58;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);;;;PARDA;N;N
ESTADUAL;MA;DEPUTADO FEDERAL;APTO;PARTIDO ISOLADO;MA;56;FEMININO;SUPERIOR COMPLETO;CASADO(A);;;;PRETA;N;S
ESTADUAL;RN;DEPUTADO ESTADUAL;INAPTO;COLIGAÇÃO;RN;54;MASCULINO;SUPERIOR COMPLETO;CASADO(A);;;;BRANCA;N;S
ESTADUAL;CE;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;CE;30;FEMININO;SUPERIOR COMPLETO;CASADO(A);;;;BRANCA;N;N
ESTADUAL;AP;DEPUTADO ESTADUAL;APTO;PARTIDO ISOLADO;AP;34;FEMININO;SUPERIOR INCOMPLETO;SOLTEIRO(A);;;;PARDA;N;N
ESTADUAL;GO;DEPUTADO ESTADUAL;APTO;PARTIDO ISOLADO;GO;39;MASCULINO;SUPERIOR COMPLETO;DIVORCIADO(A);;;;PARDA;N;S
ESTADUAL;SC;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;SC;48;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);;;;BRANCA;N;S
ESTADUAL;PA;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;PA;52;MASCULINO;SUPERIOR COMPLETO;CASADO(A);;;;BRANCA;N;S
ESTADUAL;MA;DEPUTADO ESTADUAL;APTO;PARTIDO ISOLADO;MA;62;MASCULINO;SUPERIOR COMPLETO;CASADO(A);;;;BRANCA;N;S
ESTADUAL;ES;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;ES;57;FEMININO;SUPERIOR COMPLETO;DIVORCIADO(A);;;;BRANCA;N;S
ESTADUAL;MG;DEPUTADO FEDERAL;APTO;COLIGAÇÃO;MG;58;MASCULINO;SUPERIOR COMPLETO;CASADO(A);;;;BRANCA;S;S
ESTADUAL;SC;DEPUTADO FEDERAL;APTO;COLIGAÇÃO;SC;23;MASCULINO;SUPERIOR INCOMPLETO;SOLTEIRO(A);;;;BRANCA;N;S
ESTADUAL;PI;2º SUPLENTE;APTO;PARTIDO ISOLADO;PI;35;FEMININO;SUPERIOR COMPLETO;CASADO(A);;;;BRANCA;N;S
ESTADUAL;RJ;DEPUTADO ESTADUAL;APTO;PARTIDO ISOLADO;RJ;60;FEMININO;ENSINO MÉDIO COMPLETO;DIVORCIADO(A);;;;PRETA;N;N
ESTADUAL;RJ;DEPUTADO ESTADUAL;APTO;PARTIDO ISOLADO;RJ;40;MASCULINO;SUPERIOR COMPLETO;CASADO(A);;;;BRANCA;N;S
ESTADUAL;MA;DEPUTADO ESTADUAL;APTO;PARTIDO ISOLADO;MA;45;MASCULINO;SUPERIOR COMPLETO;CASADO(A);;;;PRETA;S;S
ESTADUAL;AL;DEPUTADO ESTADUAL;INAPTO;COLIGAÇÃO;AL;49;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;DIVORCIADO(A);;;;PARDA;N;N
ESTADUAL;SP;DEPUTADO FEDERAL;APTO;PARTIDO ISOLADO;BA;33;FEMININO;ENSINO MÉDIO COMPLETO;CASADO(A);;;;PARDA;N;S
ESTADUAL;PB;DEPUTADO ESTADUAL;INAPTO;COLIGAÇÃO;PB;29;FEMININO;SUPERIOR INCOMPLETO;CASADO(A);;;;PRETA;N;S
ESTADUAL;RJ;DEPUTADO ESTADUAL;APTO;PARTIDO ISOLADO;RJ;22;MASCULINO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);;;;PARDA;N;N
ESTADUAL;PI;DEPUTADO FEDERAL;APTO;COLIGAÇÃO;PI;42;FEMININO;SUPERIOR COMPLETO;SOLTEIRO(A);;;;PARDA;N;S
ESTADUAL;ES;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;PA;35;MASCULINO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);;;;PARDA;N;N
ESTADUAL;SP;DEPUTADO ESTADUAL;INAPTO;COLIGAÇÃO;SP;54;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;VIÚVO(A);;;;PARDA;N;N
ESTADUAL;RO;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;RO;35;MASCULINO;ENSINO MÉDIO INCOMPLETO;SOLTEIRO(A);;;;PARDA;N;N
ESTADUAL;SP;DEPUTADO FEDERAL;APTO;PARTIDO ISOLADO;SP;53;MASCULINO;LÊ E ESCREVE;SOLTEIRO(A);;;;BRANCA;N;S
ESTADUAL;TO;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;TO;31;FEMININO;SUPERIOR INCOMPLETO;CASADO(A);;;;PARDA;N;N
ESTADUAL;MG;DEPUTADO FEDERAL;APTO;COLIGAÇÃO;SP;57;MASCULINO;SUPERIOR COMPLETO;CASADO(A);;;;BRANCA;N;S
ESTADUAL;PI;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;PI;43;MASCULINO;SUPERIOR INCOMPLETO;CASADO(A);;;;BRANCA;N;S
ESTADUAL;DF;DEPUTADO DISTRITAL;APTO;COLIGAÇÃO;DF;39;FEMININO;SUPERIOR COMPLETO;SOLTEIRO(A);;;;PRETA;N;S
ESTADUAL;BA;DEPUTADO FEDERAL;APTO;COLIGAÇÃO;BA;43;FEMININO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);;;;PARDA;N;N
ESTADUAL;BA;DEPUTADO FEDERAL;APTO;COLIGAÇÃO;BA;48;MASCULINO;SUPERIOR COMPLETO;CASADO(A);;;;BRANCA;S;S
ESTADUAL;RJ;DEPUTADO FEDERAL;APTO;COLIGAÇÃO;RJ;47;MASCULINO;SUPERIOR COMPLETO;CASADO(A);;;;BRANCA;N;S
ESTADUAL;RN;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;RN;49;MASCULINO;SUPERIOR COMPLETO;SOLTEIRO(A);;;;BRANCA;S;S
ESTADUAL;AM;DEPUTADO ESTADUAL;INAPTO;PARTIDO ISOLADO;AM;44;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;SOLTEIRO(A);;;;PRETA;N;N
ESTADUAL;RJ;DEPUTADO ESTADUAL;APTO;PARTIDO ISOLADO;RJ;38;FEMININO;ENSINO MÉDIO COMPLETO;CASADO(A);;;;BRANCA;N;N
ESTADUAL;SP;DEPUTADO FEDERAL;APTO;PARTIDO ISOLADO;SP;48;MASCULINO;SUPERIOR INCOMPLETO;CASADO(A);;;;BRANCA;N;S
ESTADUAL;MG;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;MG;51;MASCULINO;SUPERIOR COMPLETO;CASADO(A);;;;BRANCA;S;S
ESTADUAL;MG;DEPUTADO ESTADUAL;APTO;PARTIDO ISOLADO;MG;22;FEMININO;SUPERIOR INCOMPLETO;CASADO(A);;;;PRETA;N;N
ESTADUAL;MT;DEPUTADO FEDERAL;APTO;COLIGAÇÃO;GO;48;MASCULINO;SUPERIOR COMPLETO;CASADO(A);;;;PARDA;N;S
ESTADUAL;AP;DEPUTADO ESTADUAL;APTO;PARTIDO ISOLADO;PA;54;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;CASADO(A);;;;PARDA;N;N
ESTADUAL;PE;DEPUTADO FEDERAL;APTO;COLIGAÇÃO;PE;43;MASCULINO;SUPERIOR COMPLETO;CASADO(A);;;;BRANCA;N;S
ESTADUAL;MG;DEPUTADO FEDERAL;APTO;PARTIDO ISOLADO;MG;65;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;CASADO(A);;;;PRETA;N;N
ESTADUAL;RJ;DEPUTADO ESTADUAL;APTO;PARTIDO ISOLADO;RJ;45;MASCULINO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);;;;PRETA;N;N
ESTADUAL;PE;DEPUTADO FEDERAL;APTO;COLIGAÇÃO;PE;36;FEMININO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);;;;BRANCA;N;N
ESTADUAL;DF;DEPUTADO DISTRITAL;INAPTO;PARTIDO ISOLADO;DF;37;MASCULINO;SUPERIOR COMPLETO;CASADO(A);;;;PARDA;N;N
ESTADUAL;RJ;DEPUTADO FEDERAL;APTO;COLIGAÇÃO;RJ;38;MASCULINO;SUPERIOR COMPLETO;CASADO(A);;;;BRANCA;N;S
ESTADUAL;SP;DEPUTADO FEDERAL;APTO;PARTIDO ISOLADO;SP;39;MASCULINO;ENSINO MÉDIO INCOMPLETO;CASADO(A);;;;PRETA;N;S
ESTADUAL;AP;DEPUTADO FEDERAL;APTO;COLIGAÇÃO;AP;36;FEMININO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);;;;PARDA;N;N
ESTADUAL;SP;DEPUTADO ESTADUAL;APTO;PARTIDO ISOLADO;RJ;58;MASCULINO;SUPERIOR COMPLETO;CASADO(A);;;;BRANCA;S;S
ESTADUAL;SP;DEPUTADO FEDERAL;APTO;PARTIDO ISOLADO;SP;57;MASCULINO;SUPERIOR COMPLETO;DIVORCIADO(A);;;;BRANCA;N;S
ESTADUAL;RJ;DEPUTADO ESTADUAL;APTO;PARTIDO ISOLADO;PE;45;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;SOLTEIRO(A);;;;PRETA;N;S
ESTADUAL;PE;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;PE;33;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;SOLTEIRO(A);;;;BRANCA;N;S
ESTADUAL;DF;SENADOR;APTO;COLIGAÇÃO;DF;47;FEMININO;SUPERIOR INCOMPLETO;CASADO(A);;;;BRANCA;N;S
ESTADUAL;SP;DEPUTADO FEDERAL;APTO;PARTIDO ISOLADO;SP;51;MASCULINO;SUPERIOR COMPLETO;CASADO(A);;;;BRANCA;N;N
ESTADUAL;GO;DEPUTADO ESTADUAL;APTO;PARTIDO ISOLADO;GO;41;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);;;;BRANCA;N;S
ESTADUAL;PI;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;PI;43;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);;;;PRETA;N;S
ESTADUAL;SP;DEPUTADO FEDERAL;APTO;PARTIDO ISOLADO;SP;52;MASCULINO;SUPERIOR COMPLETO;CASADO(A);;;;PARDA;N;S
ESTADUAL;AP;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;AP;33;MASCULINO;SUPERIOR COMPLETO;DIVORCIADO(A);;;;PARDA;N;N
ESTADUAL;AC;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;AC;22;FEMININO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);;;;PARDA;N;N
ESTADUAL;RJ;DEPUTADO ESTADUAL;APTO;PARTIDO ISOLADO;RJ;33;MASCULINO;SUPERIOR COMPLETO;SOLTEIRO(A);;;;PARDA;N;S
ESTADUAL;RJ;DEPUTADO ESTADUAL;APTO;PARTIDO ISOLADO;RJ;67;MASCULINO;ENSINO MÉDIO COMPLETO;DIVORCIADO(A);;;;BRANCA;N;N
ESTADUAL;PE;DEPUTADO ESTADUAL;APTO;PARTIDO ISOLADO;PE;35;FEMININO;SUPERIOR COMPLETO;CASADO(A);;;;PARDA;N;S
ESTADUAL;ES;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;ES;53;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);;;;PARDA;N;S
ESTADUAL;RO;DEPUTADO ESTADUAL;INAPTO;PARTIDO ISOLADO;RO;43;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);;;;PARDA;N;S
ESTADUAL;SP;SENADOR;INAPTO;COLIGAÇÃO;SP;68;MASCULINO;SUPERIOR COMPLETO;CASADO(A);;;;BRANCA;N;S
ESTADUAL;ES;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;ES;54;MASCULINO;SUPERIOR INCOMPLETO;SOLTEIRO(A);;;;PARDA;N;N
ESTADUAL;SP;DEPUTADO FEDERAL;INAPTO;PARTIDO ISOLADO;SP;56;MASCULINO;SUPERIOR COMPLETO;CASADO(A);;;;BRANCA;N;N
ESTADUAL;PB;DEPUTADO FEDERAL;INAPTO;COLIGAÇÃO;PB;22;FEMININO;SUPERIOR INCOMPLETO;SOLTEIRO(A);;;;BRANCA;N;N
ESTADUAL;SP;DEPUTADO FEDERAL;APTO;PARTIDO ISOLADO;PB;35;FEMININO;ENSINO MÉDIO INCOMPLETO;CASADO(A);;;;PARDA;N;N
ESTADUAL;AC;DEPUTADO ESTADUAL;APTO;PARTIDO ISOLADO;AC;32;MASCULINO;SUPERIOR COMPLETO;CASADO(A);;;;PARDA;N;S
ESTADUAL;RR;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;MA;56;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;SOLTEIRO(A);;;;PARDA;N;N
ESTADUAL;PA;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;PA;51;FEMININO;SUPERIOR COMPLETO;SOLTEIRO(A);;;;BRANCA;N;S
ESTADUAL;SP;DEPUTADO FEDERAL;APTO;PARTIDO ISOLADO;SP;42;MASCULINO;SUPERIOR COMPLETO;SOLTEIRO(A);;;;BRANCA;N;N
ESTADUAL;CE;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;CE;51;MASCULINO;SUPERIOR COMPLETO;CASADO(A);;;;BRANCA;S;S
ESTADUAL;CE;DEPUTADO FEDERAL;APTO;PARTIDO ISOLADO;CE;52;MASCULINO;SUPERIOR COMPLETO;CASADO(A);;;;PARDA;N;S
ESTADUAL;SC;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;SC;47;MASCULINO;SUPERIOR COMPLETO;CASADO(A);;;;BRANCA;S;S
ESTADUAL;MG;DEPUTADO FEDERAL;APTO;PARTIDO ISOLADO;MG;34;MASCULINO;ENSINO MÉDIO INCOMPLETO;CASADO(A);;;;PARDA;N;S
ESTADUAL;SP;DEPUTADO FEDERAL;APTO;PARTIDO ISOLADO;SP;43;MASCULINO;SUPERIOR COMPLETO;CASADO(A);;;;BRANCA;N;S
ESTADUAL;RJ;DEPUTADO FEDERAL;APTO;COLIGAÇÃO;RJ;53;MASCULINO;SUPERIOR COMPLETO;CASADO(A);;;;BRANCA;N;N
ESTADUAL;SP;DEPUTADO FEDERAL;APTO;PARTIDO ISOLADO;SP;29;FEMININO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);;;;BRANCA;N;S
ESTADUAL;PA;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;PA;51;MASCULINO;SUPERIOR COMPLETO;CASADO(A);;;;PARDA;N;S
ESTADUAL;SC;DEPUTADO ESTADUAL;APTO;PARTIDO ISOLADO;MS;38;MASCULINO;SUPERIOR COMPLETO;SOLTEIRO(A);;;;BRANCA;N;S
ESTADUAL;RJ;DEPUTADO ESTADUAL;APTO;PARTIDO ISOLADO;BA;53;FEMININO;ENSINO MÉDIO INCOMPLETO;CASADO(A);;;;BRANCA;N;S
ESTADUAL;RJ;DEPUTADO ESTADUAL;APTO;PARTIDO ISOLADO;MA;54;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);;;;BRANCA;N;N
ESTADUAL;SC;DEPUTADO ESTADUAL;APTO;PARTIDO ISOLADO;SC;36;MASCULINO;SUPERIOR COMPLETO;SOLTEIRO(A);;;;BRANCA;N;S
ESTADUAL;MG;DEPUTADO FEDERAL;APTO;COLIGAÇÃO;MG;50;MASCULINO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);;;;BRANCA;N;N
ESTADUAL;RO;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;PR;42;MASCULINO;SUPERIOR INCOMPLETO;CASADO(A);;;;BRANCA;S;S
ESTADUAL;PA;DEPUTADO FEDERAL;APTO;COLIGAÇÃO;PA;39;MASCULINO;SUPERIOR COMPLETO;CASADO(A);;;;PRETA;N;S
ESTADUAL;AC;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;AC;57;FEMININO;ENSINO FUNDAMENTAL COMPLETO;CASADO(A);;;;BRANCA;N;S
ESTADUAL;PB;VICE-GOVERNADOR;APTO;COLIGAÇÃO;PB;61;FEMININO;SUPERIOR COMPLETO;CASADO(A);;;;PARDA;S;S
ESTADUAL;PE;DEPUTADO FEDERAL;APTO;COLIGAÇÃO;PE;42;MASCULINO;SUPERIOR COMPLETO;CASADO(A);;;;BRANCA;N;S
ESTADUAL;PA;1º SUPLENTE;APTO;COLIGAÇÃO;PA;60;FEMININO;SUPERIOR COMPLETO;DIVORCIADO(A);;;;PARDA;N;S
ESTADUAL;SP;DEPUTADO ESTADUAL;APTO;PARTIDO ISOLADO;SP;51;MASCULINO;SUPERIOR COMPLETO;CASADO(A);;;;BRANCA;N;S
ESTADUAL;RO;DEPUTADO FEDERAL;APTO;PARTIDO ISOLADO;RO;44;MASCULINO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);;;;PARDA;N;N
